"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"si:ch73-113g13.2";"18";"CH73-113G13.2";"si:ch73-113g13.2 [Source:ZFIN;Acc:ZDB-GENE-091204-438]";"22712638";"22713621";"-1";"protein_coding";"ENSDARG00000056506"
"si:ch73-113g13.1";"18";"CH73-113G13.1";"si:ch73-113g13.1 [Source:ZFIN;Acc:ZDB-GENE-091204-462]";"22716708";"22717673";"-1";"protein_coding";"ENSDARG00000040902"
"nudt21";"18";"cpsf5";"nudix hydrolase 21 [Source:ZFIN;Acc:ZDB-GENE-040426-1316]";"22721551";"22735002";"-1";"protein_coding";"ENSDARG00000003153"
"hsf4";"18";"hsf4";"heat shock transcription factor 4 [Source:ZFIN;Acc:ZDB-GENE-050306-18]";"22739732";"22753637";"-1";"protein_coding";"ENSDARG00000013251"
"gnao1a";"18";"gnao1a";"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O, a [Source:ZFIN;Acc:ZDB-GENE-040426-1757]";"22793465";"22975655";"1";"protein_coding";"ENSDARG00000016676"
"cbfb";"18";"cbfb";"core-binding factor subunit beta [Source:ZFIN;Acc:ZDB-GENE-980526-440]";"22994113";"23072665";"1";"protein_coding";"ENSDARG00000040917"
"mef2aa";"18";"mef2a";"myocyte enhancer factor 2aa [Source:ZFIN;Acc:ZDB-GENE-990415-163]";"23187419";"23356077";"1";"protein_coding";"ENSDARG00000031756"
"mctp2a";"18";"CH211-214D15.1";"multiple C2 domains, transmembrane 2a [Source:ZFIN;Acc:ZDB-GENE-040724-63]";"23373683";"23456101";"1";"protein_coding";"ENSDARG00000001414"
"nr2f2";"18";"nr2f2";"nuclear receptor subfamily 2, group F, member 2 [Source:ZFIN;Acc:ZDB-GENE-990415-252]";"23868650";"24023013";"-1";"protein_coding";"ENSDARG00000040926"
"lysmd4";"18";"DKEY-111M11.2";"LysM, putative peptidoglycan-binding, domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1895]";"24562188";"24572673";"1";"protein_coding";"ENSDARG00000068702"
"rgma";"18";"rgma";"repulsive guidance molecule BMP co-receptor a [Source:ZFIN;Acc:ZDB-GENE-040527-1]";"24919614";"24932329";"1";"protein_coding";"ENSDARG00000012248"
"chd2";"18";"CH211-196L7.5";"chromodomain helicase DNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-050419-256]";"24933473";"24989580";"-1";"protein_coding";"ENSDARG00000060687"
"si:ch211-196l7.4";"18";"CH211-196L7.4";"si:ch211-196l7.4 [Source:ZFIN;Acc:ZDB-GENE-050419-122]";"24990268";"24996647";"-1";"protein_coding";"ENSDARG00000095451"
"fam174b";"18";"CH211-196L7.3";"family with sequence similarity 174 member B [Source:ZFIN;Acc:ZDB-GENE-050419-78]";"25003207";"25009666";"1";"protein_coding";"ENSDARG00000068709"
"st8sia2";"18";"siat8";"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-020919-4]";"25027495";"25051846";"-1";"protein_coding";"ENSDARG00000018788"
"slco3a1";"18";"CH211-196L7.1";"solute carrier organic anion transporter family, member 3A1 [Source:ZFIN;Acc:ZDB-GENE-030131-8662]";"25073984";"25177230";"-1";"protein_coding";"ENSDARG00000018726"
"si:dkeyp-59c12.1";"18";"DKEYP-59C12.1";"si:dkeyp-59c12.1 [Source:ZFIN;Acc:ZDB-GENE-050419-167]";"25225524";"25226704";"1";"protein_coding";"ENSDARG00000038112"
"plin1";"18";"DKEYP-52F1.2";"perilipin 1 [Source:ZFIN;Acc:ZDB-GENE-050419-213]";"25229634";"25279323";"-1";"protein_coding";"ENSDARG00000054048"
"gnrhr4";"18";"DKEYP-84G1.5";"gonadotropin releasing hormone receptor 4 [Source:ZFIN;Acc:ZDB-GENE-050419-76]";"25391171";"25402715";"-1";"protein_coding";"ENSDARG00000038116"
"pex11a";"18";"DKEYP-84G1.1";"peroxisomal biogenesis factor 11 alpha [Source:ZFIN;Acc:ZDB-GENE-050419-121]";"25546227";"25550960";"1";"protein_coding";"ENSDARG00000060707"
"si:ch211-13k12.2";"18";"CH211-13K12.2";"si:ch211-13k12.2 [Source:ZFIN;Acc:ZDB-GENE-061207-5]";"25563292";"25646286";"-1";"protein_coding";"ENSDARG00000038121"
"fkbp16";"18";"CH211-13K12.1";"FKBP prolyl isomerase 16 [Source:ZFIN;Acc:ZDB-GENE-050208-116]";"25653599";"25745636";"1";"protein_coding";"ENSDARG00000001976"
"si:ch211-39k3.2";"18";"CH211-39K3.2";"si:ch211-39k3.2 [Source:ZFIN;Acc:ZDB-GENE-070705-180]";"25752592";"25754918";"1";"protein_coding";"ENSDARG00000075881"
"zgc:162879";"18";"CH211-39K3.1";"zgc:162879 [Source:ZFIN;Acc:ZDB-GENE-070424-92]";"25754838";"25771553";"-1";"protein_coding";"ENSDARG00000074163"
"sema4ba";"18";"CH211-138H3.1";"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4Ba [Source:ZFIN;Acc:ZDB-GENE-070705-31]";"25783446";"25905623";"-1";"protein_coding";"ENSDARG00000074414"
"znf710a";"18";"NULL";"zinc finger protein 710a [Source:ZFIN;Acc:ZDB-GENE-030131-5559]";"26048128";"26094678";"1";"protein_coding";"ENSDARG00000014680"
"idh2";"18";"NULL";"isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:ZFIN;Acc:ZDB-GENE-031118-95]";"26096814";"26101800";"-1";"protein_coding";"ENSDARG00000003795"
"CABZ01039782.1";"18";"NULL";"ankyrin repeat domain 34C [Source:NCBI gene;Acc:566743]";"26124663";"26126258";"-1";"protein_coding";"ENSDARG00000093286"
"RASGRF1";"18";"CH211-234P18.3";"Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]";"26337869";"26418637";"1";"protein_coding";"ENSDARG00000073824"
"ctsh";"18";"CH211-234P18.1";"cathepsin H [Source:ZFIN;Acc:ZDB-GENE-030131-3539]";"26422124";"26428525";"1";"protein_coding";"ENSDARG00000041108"
"blm";"18";"blm";"BLM RecQ like helicase [Source:ZFIN;Acc:ZDB-GENE-070702-5]";"26428829";"26453729";"1";"protein_coding";"ENSDARG00000077089"
"FRMD5";"18";"CH211-69M14.1";"FERM domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28214]";"26460444";"26675699";"-1";"protein_coding";"ENSDARG00000075942"
"malt3";"18";"DKEY-77F17.1";"MALT paracaspase 3 [Source:ZFIN;Acc:ZDB-GENE-050419-182]";"26649860";"26715655";"-1";"protein_coding";"ENSDARG00000068152"
"alpk3a";"18";"DKEY-77F17.3";"alpha-kinase 3a [Source:ZFIN;Acc:ZDB-GENE-050419-48]";"26719787";"26755230";"1";"protein_coding";"ENSDARG00000078989"
"kti12";"18";"DKEY-77F17.5";"KTI12 chromatin associated homolog [Source:ZFIN;Acc:ZDB-GENE-060825-174]";"26770967";"26781692";"-1";"protein_coding";"ENSDARG00000054301"
"nmba";"18";"DKEY-77F17.8";"neuromedin Ba [Source:ZFIN;Acc:ZDB-GENE-050419-3]";"26784968";"26785861";"-1";"protein_coding";"ENSDARG00000068144"
"sec11a";"18";"DKEY-77F17.7";"SEC11 homolog A, signal peptidase complex subunit [Source:ZFIN;Acc:ZDB-GENE-040718-227]";"26788083";"26797723";"-1";"protein_coding";"ENSDARG00000008936"
"znf592";"18";"CH211-208I2.1";"zinc finger protein 592 [Source:ZFIN;Acc:ZDB-GENE-030131-9613]";"26800061";"26811959";"-1";"protein_coding";"ENSDARG00000060885"
"slc28a1";"18";"DKEY-24L11.1";"solute carrier family 28 member 1 [Source:ZFIN;Acc:ZDB-GENE-050419-117]";"26829086";"26850069";"1";"protein_coding";"ENSDARG00000060879"
"ch25hl1.1";"18";"DKEY-24L11.8";"cholesterol 25-hydroxylase like 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-8617]";"26853891";"26854959";"-1";"protein_coding";"ENSDARG00000039381"
"si:dkey-24l11.2";"18";"DKEY-24L11.2";"si:dkey-24l11.2 [Source:ZFIN;Acc:ZDB-GENE-050419-208]";"26863139";"26894770";"-1";"protein_coding";"ENSDARG00000068140"
"si:dkey-24l11.2";"18";"DKEY-24L11.3";"si:dkey-24l11.2 [Source:ZFIN;Acc:ZDB-GENE-050419-208]";"26880472";"26894732";"-1";"protein_coding";"ENSDARG00000097612"
"ch25hl1.2";"18";"DKEY-24L11.9";"cholesterol 25-hydroxylase like 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050419-90]";"26895994";"26896826";"1";"protein_coding";"ENSDARG00000068138"
"tspan3a";"18";"DKEY-24L11.4";"tetraspanin 3a [Source:ZFIN;Acc:ZDB-GENE-030131-7787]";"26899316";"26920132";"1";"protein_coding";"ENSDARG00000034753"
"pstpip1a";"18";"DKEY-24L11.5";"proline-serine-threonine phosphatase interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-050419-251]";"26930956";"26963473";"-1";"protein_coding";"ENSDARG00000060860"
"rcn2";"18";"rcn2";"reticulocalbin 2 [Source:ZFIN;Acc:ZDB-GENE-050706-62]";"26967414";"26977940";"-1";"protein_coding";"ENSDARG00000039378"
"pik3c2a";"18";"DKEY-24L11.7";"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:ZFIN;Acc:ZDB-GENE-030328-39]";"27000850";"27078219";"1";"protein_coding";"ENSDARG00000060841"
"ppp1r15b";"18";"CH211-107O23.1";"protein phosphatase 1, regulatory subunit 15B [Source:ZFIN;Acc:ZDB-GENE-030829-40]";"27077853";"27085828";"1";"protein_coding";"ENSDARG00000068128"
"plekha7a";"18";"DKEY-29P10.1";"pleckstrin homology domain containing, family A member 7a [Source:ZFIN;Acc:ZDB-GENE-050419-75]";"27101096";"27307129";"1";"protein_coding";"ENSDARG00000060813"
"zgc:56106";"18";"DKEY-29P10.2";"zgc:56106 [Source:ZFIN;Acc:ZDB-GENE-040426-904]";"27309404";"27316599";"-1";"protein_coding";"ENSDARG00000022564"
"cd81b";"18";"DKEY-29P10.3";"CD81 molecule b [Source:ZFIN;Acc:ZDB-GENE-040808-52]";"27318589";"27336157";"1";"protein_coding";"ENSDARG00000022437"
"si:dkey-29p10.4";"18";"DKEY-29P10.4";"si:dkey-29p10.4 [Source:ZFIN;Acc:ZDB-GENE-050420-117]";"27337994";"27358871";"1";"protein_coding";"ENSDARG00000017173"
"tp53i11b";"18";"CH211-122K23.2";"tumor protein p53 inducible protein 11b [Source:ZFIN;Acc:ZDB-GENE-030131-6328]";"27439680";"27570030";"1";"protein_coding";"ENSDARG00000006025"
"cd82b";"18";"cd82";"CD82 molecule b [Source:ZFIN;Acc:ZDB-GENE-030131-2857]";"27571448";"27626391";"1";"protein_coding";"ENSDARG00000026070"
"BX005470.1";"18";"NULL";"NULL";"27590442";"27628784";"-1";"protein_coding";"ENSDARG00000111114"
"tspan18b";"18";"CH211-222M18.5";"tetraspanin 18b [Source:ZFIN;Acc:ZDB-GENE-040718-137]";"27732285";"27813164";"1";"protein_coding";"ENSDARG00000015015"
"si:ch211-222m18.4";"18";"CH211-222M18.4";"si:ch211-222m18.4 [Source:ZFIN;Acc:ZDB-GENE-050419-64]";"27821856";"27822787";"1";"protein_coding";"ENSDARG00000094425"
"iqcg";"18";"CH211-222M18.3";"IQ motif containing G [Source:ZFIN;Acc:ZDB-GENE-050419-109]";"27843776";"27897217";"-1";"protein_coding";"ENSDARG00000068678"
"hipk3b";"18";"DKEY-261H15.1";"homeodomain interacting protein kinase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-82]";"27904515";"27993797";"1";"protein_coding";"ENSDARG00000062082"
"kiaa1549lb";"18";"DKEY-177F24.1";"KIAA1549-like b [Source:ZFIN;Acc:ZDB-GENE-050419-18]";"28102620";"28156256";"1";"protein_coding";"ENSDARG00000062086"
"spon1a";"18";"spon1a";"spondin 1a [Source:ZFIN;Acc:ZDB-GENE-000427-9]";"28564640";"28880191";"1";"protein_coding";"ENSDARG00000010029"
"si:ch211-174j14.2";"18";"CH211-174J14.2";"si:ch211-174j14.2 [Source:ZFIN;Acc:ZDB-GENE-050419-63]";"28937061";"28938912";"-1";"protein_coding";"ENSDARG00000093015"
"syt9a";"18";"NULL";"synaptotagmin IXa [Source:ZFIN;Acc:ZDB-GENE-031002-18]";"28988373";"29060842";"1";"protein_coding";"ENSDARG00000003994"
"ppfibp2a";"18";"DKEY-105J11.2";"PPFIA binding protein 2a [Source:ZFIN;Acc:ZDB-GENE-070705-277]";"29145681";"29193708";"1";"protein_coding";"ENSDARG00000061977"
"mafa";"18";"maf";"v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog a (paralog a) [Source:ZFIN;Acc:ZDB-GENE-010605-2]";"29402623";"29413756";"1";"protein_coding";"ENSDARG00000015890"
"cmc2";"18";"DKEY-220E7.3";"C-x(9)-C motif containing 2 [Source:ZFIN;Acc:ZDB-GENE-030616-409]";"29885190";"29898369";"-1";"protein_coding";"ENSDARG00000043635"
"cenpn";"18";"DKEY-220E7.4";"centromere protein N [Source:ZFIN;Acc:ZDB-GENE-030616-408]";"29898955";"29906010";"1";"protein_coding";"ENSDARG00000043640"
"mhc2dbb";"18";"DKEY-220E7.1";"major histocompatibility complex class II DBB gene [Source:ZFIN;Acc:ZDB-GENE-010112-2]";"29922939";"29925717";"-1";"protein_coding";"ENSDARG00000056330"
"atmin";"18";"CH73-103B9.1";"ATM interactor [Source:ZFIN;Acc:ZDB-GENE-030616-220]";"29950233";"29955391";"1";"protein_coding";"ENSDARG00000068601"
"si:ch73-103b9.2";"18";"CH73-103B9.2";"si:ch73-103b9.2 [Source:ZFIN;Acc:ZDB-GENE-070705-199]";"29958653";"29962234";"-1";"protein_coding";"ENSDARG00000092489"
"si:ch211-220f16.2";"18";"CH211-220F16.2";"si:ch211-220f16.2 [Source:ZFIN;Acc:ZDB-GENE-070912-199]";"29968205";"30021479";"-1";"protein_coding";"ENSDARG00000007976"
"si:ch211-220f16.1";"18";"CH211-220F16.1";"si:ch211-220f16.1 [Source:ZFIN;Acc:ZDB-GENE-070912-198]";"30028135";"30030949";"1";"protein_coding";"ENSDARG00000093977"
"gse1";"18";"gse1";"Gse1 coiled-coil protein [Source:ZFIN;Acc:ZDB-GENE-030131-9569]";"30157034";"30480827";"1";"protein_coding";"ENSDARG00000062020"
"gins2";"18";"DKEY-265O13.3";"GINS complex subunit 2 [Source:ZFIN;Acc:ZDB-GENE-050419-19]";"30481030";"30499489";"-1";"protein_coding";"ENSDARG00000002304"
"emc8";"18";"DKEY-265O13.2";"ER membrane protein complex subunit 8 [Source:ZFIN;Acc:ZDB-GENE-040426-2692]";"30500690";"30504652";"-1";"protein_coding";"ENSDARG00000017093"
"cox4i1";"18";"cox4i1";"cytochrome c oxidase subunit 4I1 [Source:ZFIN;Acc:ZDB-GENE-030131-5175]";"30507839";"30510241";"1";"protein_coding";"ENSDARG00000032970"
"dusp22a";"18";"dusp22";"dual specificity phosphatase 22a [Source:ZFIN;Acc:ZDB-GENE-040718-219]";"30511230";"30564688";"1";"protein_coding";"ENSDARG00000056396"
"irf8";"18";"DKEYP-77B5.1";"interferon regulatory factor 8 [Source:ZFIN;Acc:ZDB-GENE-040718-367]";"30567945";"30573849";"1";"protein_coding";"ENSDARG00000056407"
"foxf1";"18";"DKEY-199I24.2";"forkhead box F1 [Source:ZFIN;Acc:ZDB-GENE-050419-153]";"30847237";"30850365";"1";"protein_coding";"ENSDARG00000015399"
"mthfsd";"18";"DKEY-199I24.1";"methenyltetrahydrofolate synthetase domain containing [Source:ZFIN;Acc:ZDB-GENE-030131-3513]";"30878196";"30952282";"1";"protein_coding";"ENSDARG00000062042"
"cd151l";"18";"DKEY-251M4.1";"CD151 antigen, like [Source:ZFIN;Acc:ZDB-GENE-040426-1868]";"30998472";"31016439";"1";"protein_coding";"ENSDARG00000068629"
"uraha";"18";"urah";"urate (5-hydroxyiso-) hydrolase a [Source:ZFIN;Acc:ZDB-GENE-060825-253]";"31016379";"31023447";"1";"protein_coding";"ENSDARG00000100719"
"gas8";"18";"gas8";"growth arrest-specific 8 [Source:ZFIN;Acc:ZDB-GENE-030131-1980]";"31033122";"31051847";"-1";"protein_coding";"ENSDARG00000101431"
"mvda";"18";"CH1073-94D16.2";"mevalonate (diphospho) decarboxylase a [Source:ZFIN;Acc:ZDB-GENE-041114-127]";"31056645";"31068755";"1";"protein_coding";"ENSDARG00000099336"
"cyba";"18";"NULL";"cytochrome b-245, alpha polypeptide [Source:ZFIN;Acc:ZDB-GENE-040426-1526]";"31073265";"31075619";"1";"protein_coding";"ENSDARG00000018283"
"pdcd5";"18";"NULL";"programmed cell death 5 [Source:ZFIN;Acc:ZDB-GENE-040426-980]";"31089957";"31105391";"-1";"protein_coding";"ENSDARG00000026072"
"tcf25";"18";"NULL";"transcription factor 25 (basic helix-loop-helix) [Source:ZFIN;Acc:ZDB-GENE-040905-2]";"31117136";"31206658";"1";"protein_coding";"ENSDARG00000040861"
"mc1r";"18";"mc1r";"melanocortin 1 receptor [Source:ZFIN;Acc:ZDB-GENE-030502-1]";"31226288";"31227615";"-1";"protein_coding";"ENSDARG00000020237"
"def8";"18";"CH211-132F3.3";"differentially expressed in FDCP 8 homolog [Source:ZFIN;Acc:ZDB-GENE-041114-96]";"31280984";"31459487";"1";"protein_coding";"ENSDARG00000068208"
"CU570893.1";"18";"NULL";"NULL";"31299076";"31423569";"-1";"protein_coding";"ENSDARG00000114715"
"dhx36";"18";"NULL";"DEAH (Asp-Glu-Ala-His) box polypeptide 36 [Source:ZFIN;Acc:ZDB-GENE-050419-20]";"31610744";"31837760";"1";"protein_coding";"ENSDARG00000101059"
"olfcs2";"18";"DKEY-119O24.6";"olfactory receptor C family, s2 [Source:ZFIN;Acc:ZDB-GENE-060503-238]";"31912759";"31916845";"-1";"protein_coding";"ENSDARG00000100451"
"olfcs1";"18";"DKEY-188K17.1";"olfactory receptor C family, s1 [Source:ZFIN;Acc:ZDB-GENE-050419-111]";"31965347";"31969939";"-1";"protein_coding";"ENSDARG00000104241"
"olfcw1";"18";"olfcw1";"olfactory receptor C family, w1 [Source:ZFIN;Acc:ZDB-GENE-050522-281]";"32135370";"32139894";"-1";"protein_coding";"ENSDARG00000100604"
"olfcg12";"18";"DKEY-53F14.1";"olfactory receptor C family, g12 [Source:ZFIN;Acc:ZDB-GENE-050419-156]";"32444636";"32449308";"1";"protein_coding";"ENSDARG00000104881"
"olfcg1";"18";"NULL";"olfactory receptor C family, g1 [Source:ZFIN;Acc:ZDB-GENE-060503-630]";"32563554";"32567412";"1";"protein_coding";"ENSDARG00000116427"
"CABZ01012885.1";"18";"NULL";"extracellular calcium-sensing receptor-like [Source:NCBI gene;Acc:100007225]";"32615075";"32621477";"1";"protein_coding";"ENSDARG00000100377"
"olfcg9";"18";"DKEY-74E13.4";"olfactory receptor C family, g9 [Source:ZFIN;Acc:ZDB-GENE-081029-6]";"32674212";"32677755";"-1";"protein_coding";"ENSDARG00000105189"
"olfcg8";"18";"DKEY-74E13.3";"olfactory receptor C family, g8 [Source:ZFIN;Acc:ZDB-GENE-081030-12]";"32674236";"32709328";"-1";"protein_coding";"ENSDARG00000103122"
"olfcg7";"18";"DKEY-74E13.2";"olfactory receptor C family, g7 [Source:ZFIN;Acc:ZDB-GENE-081029-5]";"32780450";"32784279";"1";"protein_coding";"ENSDARG00000098225"
"olfcg6";"18";"DKEY-74E13.1";"olfactory receptor C family, g6 [Source:ZFIN;Acc:ZDB-GENE-081029-9]";"32801603";"32804805";"1";"protein_coding";"ENSDARG00000098546"
"olfcg1";"18";"DKEY-245I2.13";"olfactory receptor C family, g1 [Source:ZFIN;Acc:ZDB-GENE-060503-630]";"32844439";"32847744";"1";"protein_coding";"ENSDARG00000104552"
"olfcg2";"18";"DKEY-245I2.8";"olfactory receptor C family, g2 [Source:ZFIN;Acc:ZDB-GENE-060503-253]";"32916351";"32923910";"1";"protein_coding";"ENSDARG00000101083"
"olfcg3";"18";"DKEY-245I2.7";"olfactory receptor C family, g3 [Source:ZFIN;Acc:ZDB-GENE-060503-159]";"32950480";"32955791";"1";"protein_coding";"ENSDARG00000104854"
"olfcg4";"18";"DKEY-245I2.6";"olfactory receptor C family, g4 [Source:ZFIN;Acc:ZDB-GENE-060503-66]";"32979166";"32982171";"1";"protein_coding";"ENSDARG00000099773"
"olfcg5";"18";"DKEY-245I2.5";"olfactory receptor C family, g5 [Source:ZFIN;Acc:ZDB-GENE-060503-913]";"32992646";"32995792";"1";"protein_coding";"ENSDARG00000102459"
"olfch1";"18";"DKEY-245I2.4";"olfactory receptor C family, h1 [Source:ZFIN;Acc:ZDB-GENE-060503-819]";"32996837";"33000125";"1";"protein_coding";"ENSDARG00000100026"
"olfcj1";"18";"DKEY-245I2.3";"olfactory receptor C family, j1 [Source:ZFIN;Acc:ZDB-GENE-060503-724]";"33009828";"33013057";"1";"protein_coding";"ENSDARG00000104430"
"CU929403.1";"18";"NULL";"NULL";"33032203";"33036740";"1";"protein_coding";"ENSDARG00000098732"
"olfcd2";"18";"NULL";"olfactory receptor C family, d2 [Source:ZFIN;Acc:ZDB-GENE-050712-5]";"33053133";"33058300";"1";"protein_coding";"ENSDARG00000098492"
"olfck3";"18";"NULL";"olfactory receptor C family, k3 [Source:ZFIN;Acc:ZDB-GENE-100723-1]";"33074718";"33080454";"-1";"protein_coding";"ENSDARG00000112564"
"CABZ01032906.1";"18";"NULL";"extracellular calcium-sensing receptor-like [Source:NCBI gene;Acc:793043]";"33080843";"33085006";"-1";"protein_coding";"ENSDARG00000114798"
"olfcd3";"18";"olfcd3";"olfactory receptor C family, d3 [Source:ZFIN;Acc:ZDB-GENE-050712-4]";"33090443";"33093741";"-1";"protein_coding";"ENSDARG00000068576"
"olfce1";"18";"CH211-229C8.13";"olfactory receptor C family, e1 [Source:ZFIN;Acc:ZDB-GENE-120214-7]";"33100606";"33103808";"1";"protein_coding";"ENSDARG00000067828"
"olfce2";"18";"CH211-229C8.14";"olfactory receptor C family, e2 [Source:ZFIN;Acc:ZDB-GENE-120214-20]";"33132266";"33135417";"1";"protein_coding";"ENSDARG00000096362"
"olfcn1";"18";"CH73-125K17.2";"olfactory receptor C family, n1 [Source:ZFIN;Acc:ZDB-GENE-061117-2]";"33171765";"33176689";"1";"protein_coding";"ENSDARG00000088029"
"olfcx1";"18";"CH211-229C8.1";"olfactory receptor C family, x1 [Source:ZFIN;Acc:ZDB-GENE-050419-84]";"33185819";"33282047";"1";"protein_coding";"ENSDARG00000094735"
"olfcd1";"18";"CH211-229C8.2";"olfactory receptor C family, d1 [Source:ZFIN;Acc:ZDB-GENE-100721-9]";"33212589";"33216757";"1";"protein_coding";"ENSDARG00000008095"
"olfcx2";"18";"CH211-229C8.3";"olfactory receptor C family, x2 [Source:ZFIN;Acc:ZDB-GENE-050419-39]";"33237127";"33240503";"1";"protein_coding";"ENSDARG00000055952"
"olfcx3";"18";"CH211-229C8.4";"olfactory receptor C family, x3 [Source:ZFIN;Acc:ZDB-GENE-050419-129]";"33248996";"33254039";"-1";"protein_coding";"ENSDARG00000056154"
"olfcv2";"18";"CH211-229C8.6";"olfactory receptor C family, v2 [Source:ZFIN;Acc:ZDB-GENE-050419-220]";"33264609";"33275912";"1";"protein_coding";"ENSDARG00000094862"
"olfcv1";"18";"CH211-229C8.5";"olfactory receptor C family, v1 [Source:ZFIN;Acc:ZDB-GENE-050419-263]";"33265514";"33268439";"1";"protein_coding";"ENSDARG00000023168"
"olfcv3";"18";"CH211-229C8.7";"olfactory receptor C family, v3 [Source:ZFIN;Acc:ZDB-GENE-050419-262]";"33276609";"33281267";"1";"protein_coding";"ENSDARG00000061873"
"olfck1";"18";"CH211-229C8.8";"olfactory receptor C family, k1 [Source:ZFIN;Acc:ZDB-GENE-050419-130]";"33284202";"33294131";"1";"protein_coding";"ENSDARG00000056180"
"olfck2";"18";"CH211-229C8.9";"olfactory receptor C family, k2 [Source:ZFIN;Acc:ZDB-GENE-050419-85]";"33310811";"33314836";"1";"protein_coding";"ENSDARG00000091990"
"olfck3";"18";"CH211-229C8.10";"olfactory receptor C family, k3 [Source:ZFIN;Acc:ZDB-GENE-100723-1]";"33322515";"33331641";"1";"protein_coding";"ENSDARG00000061903"
"olfcu1";"18";"DKEY-183J10.1";"olfactory receptor C family, u1 [Source:ZFIN;Acc:ZDB-GENE-050419-175]";"33333411";"33337703";"-1";"protein_coding";"ENSDARG00000040632"
"olfcq1";"18";"DKEY-183J10.2";"olfactory receptor C family, q1 [Source:ZFIN;Acc:ZDB-GENE-050419-221]";"33340868";"33344315";"1";"protein_coding";"ENSDARG00000068520"
"olfcq2";"18";"DKEY-183J10.4";"olfactory receptor C family, q2 [Source:ZFIN;Acc:ZDB-GENE-050419-264]";"33353271";"33357241";"1";"protein_coding";"ENSDARG00000088192"
"olfcq3";"18";"DKEY-183J10.3";"olfactory receptor C family, q3 [Source:ZFIN;Acc:ZDB-GENE-050419-41]";"33373811";"33378068";"1";"protein_coding";"ENSDARG00000040594"
"olfcq4";"18";"CH211-127A20.1";"olfactory receptor C family, q4 [Source:ZFIN;Acc:ZDB-GENE-050419-86]";"33386372";"33389754";"1";"protein_coding";"ENSDARG00000109991"
"olfcq5";"18";"CH211-127A20.2";"olfactory receptor C family, q5 [Source:ZFIN;Acc:ZDB-GENE-050419-222]";"33408250";"33411637";"1";"protein_coding";"ENSDARG00000115088"
"olfcq6";"18";"CH211-127A20.3";"olfactory receptor C family, q6 [Source:ZFIN;Acc:ZDB-GENE-050419-42]";"33420995";"33424553";"1";"protein_coding";"ENSDARG00000061883"
